GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
ZNF518A	HsaALTD0007463-2/2	chr10:97890461-97890579	70	chr10:97890461-97890509+97890579,97892343	Alt5	8.33	Pass	3.95	Pass	26.92	Pass	0.00	Pass	11.36	Pass	0.00	Pass
TMEM187	HsaALTD0006625-1/2	chrX:-153238311	0	chrX:-153238311+153238337,153247301	Alt5	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
TMEM187	HsaALTD0006625-2/2	chrX:-153238337	26	chrX:-153238311+153238337,153247301	Alt5	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
ZBTB41	HsaALTD0007294-1/2	chr1:197141578-197141617	0	chr1:197141578+197141558-197141617,197141378	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZBTB41	HsaALTD0007294-2/2	chr1:197141558-197141617	20	chr1:197141578+197141558-197141617,197141378	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAMDC4	HsaALTD0003721-1/2	chr9:139753488-139753577	0	chr9:139753488-139753577+139753584,139753661	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAMDC4	HsaALTD0003721-2/2	chr9:139753488-139753584	7	chr9:139753488-139753577+139753584,139753661	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BET1L	HsaALTD0000702-1/2	chr11:179406-179459	0	chr11:179406+179372-179459,169052	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
BET1L	HsaALTD0000702-2/2	chr11:179372-179459	34	chr11:179406+179372-179459,169052	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
C2orf73	HsaALTD0000981-1/2	chr2:54561954-54561987	0	chr2:54561954-54561987+54562161,54570857	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C2orf73	HsaALTD0000981-2/2	chr2:54561954-54562161	174	chr2:54561954-54561987+54562161,54570857	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C22orf36	HsaALTD0000961-1/2	chr22:24985124-24985209	0	chr22:24985124+24984647-24985209,24984297	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
C22orf36	HsaALTD0000961-2/2	chr22:24984647-24985209	477	chr22:24985124+24984647-24985209,24984297	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
DMAP1	HsaALTD0001957-1/2	chr1:-44679199	0	chr1:-44679199+44679334,44679421	Alt5	66.67	Fail	100.00	Fail	90.91	Fail	100.00	Fail	100.00	Fail	100.00	Fail
DMAP1	HsaALTD0001957-2/2	chr1:-44679334	135	chr1:-44679199+44679334,44679421	Alt5	33.33	Fail	0.00	Fail	9.09	Fail	0.00	Fail	0.00	Fail	0.00	Fail
DMAP1	HsaALTD0001958-1/2	chr1:44685689-44685981	0	chr1:44685689-44685981+44686115,44686231	Alt5	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DMAP1	HsaALTD0001958-2/2	chr1:44685689-44686115	134	chr1:44685689-44685981+44686115,44686231	Alt5	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
IMPDH2	HsaALTD0003258-1/3	chr3:49065687-49065748	0	chr3:49065687+49065681+49065632-49065748,49065349	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
IMPDH2	HsaALTD0003258-2/3	chr3:49065681-49065748	6	chr3:49065687+49065681+49065632-49065748,49065349	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
IMPDH2	HsaALTD0003258-3/3	chr3:49065632-49065748	55	chr3:49065687+49065681+49065632-49065748,49065349	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ALS2CL	HsaALTD0000282-1/2	chr3:46724624-46724816	0	chr3:46724624+46724620-46724816,46723584	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALS2CL	HsaALTD0000282-2/2	chr3:46724620-46724816	4	chr3:46724624+46724620-46724816,46723584	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALS2CL	HsaALTD0000283-1/2	chr3:46722994-46723063	0	chr3:46722994+46722990-46723063,46722897	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALS2CL	HsaALTD0000283-2/2	chr3:46722990-46723063	4	chr3:46722994+46722990-46723063,46722897	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALS2CL	HsaALTD0000284-1/2	chr3:46718885-46718899	0	chr3:46718885+46718670-46718899,46718512	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALS2CL	HsaALTD0000284-2/2	chr3:46718670-46718899	215	chr3:46718885+46718670-46718899,46718512	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MLF1	HsaALTD0003934-1/2	chr3:-158289136	0	chr3:-158289136+158289180,158310223	Alt5	94.44	Pass	91.19	Pass	92.42	Pass	91.22	Pass	96.77	Pass	96.19	Pass
MLF1	HsaALTD0003934-2/2	chr3:-158289180	44	chr3:-158289136+158289180,158310223	Alt5	5.56	Pass	8.81	Pass	7.58	Pass	8.78	Pass	3.23	Pass	3.81	Pass
MLF1	HsaALTD0003935-1/2	chr3:158311171-158311210	0	chr3:158311171-158311210+158311215,158314651	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MLF1	HsaALTD0003935-2/2	chr3:158311171-158311215	5	chr3:158311171-158311210+158311215,158314651	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BOLA1	HsaALTD0000730-1/2	chr1:149871179-149871225	0	chr1:149871179-149871225+149871283,149871563	Alt5	100.00	Fail	100.00	Fail	70.00	Fail	100.00	Fail	100.00	Fail	83.33	Fail
BOLA1	HsaALTD0000730-2/2	chr1:149871179-149871283	58	chr1:149871179-149871225+149871283,149871563	Alt5	0.00	Fail	0.00	Fail	30.00	Fail	0.00	Fail	0.00	Fail	16.67	Fail
PDE4DIP	HsaALTD0004640-1/2	chr1:144882776-144882881	0	chr1:144882776+144882446-144882881,144881622	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PDE4DIP	HsaALTD0004640-2/2	chr1:144882446-144882881	330	chr1:144882776+144882446-144882881,144881622	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PDE4DIP	HsaALTD0004641-1/2	chr1:145017908-145018002	0	chr1:145017908+145017881-145018002,145016011	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PDE4DIP	HsaALTD0004641-2/2	chr1:145017881-145018002	27	chr1:145017908+145017881-145018002,145016011	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LRRC67	HsaALTD0003664-1/2	chr8:67883329-67883375	0	chr8:67883329+67883216-67883375,67876569	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LRRC67	HsaALTD0003664-2/2	chr8:67883216-67883375	113	chr8:67883329+67883216-67883375,67876569	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NDUFV2	HsaALTD0004261-1/2	chr18:9124872-9124981	0	chr18:9124872-9124981+9124994,9134184	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
NDUFV2	HsaALTD0004261-2/2	chr18:9124872-9124994	13	chr18:9124872-9124981+9124994,9134184	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
DALRD3	HsaALTD0001797-1/2	chr3:49053252-49053305	0	chr3:49053252+49053237-49053305,49053140	Alt5	20.00	Fail	9.09	Fail	20.00	Fail	0.00	Pass	23.33	Pass	0.00	Pass
DALRD3	HsaALTD0001797-2/2	chr3:49053237-49053305	15	chr3:49053252+49053237-49053305,49053140	Alt5	80.00	Fail	90.91	Fail	80.00	Fail	100.00	Pass	76.67	Pass	100.00	Pass
ZNF518B	HsaALTD0007464-1/2	chr4:10456429-10456612	0	chr4:10456429+10456218-10456612,10448163	Alt5	84.21	Fail	80.00	Fail	53.33	Fail	86.15	Pass	81.25	Fail	68.18	Fail
ZNF518B	HsaALTD0007464-2/2	chr4:10456218-10456612	211	chr4:10456429+10456218-10456612,10448163	Alt5	15.79	Fail	20.00	Fail	46.67	Fail	13.85	Pass	18.75	Fail	31.82	Fail
ZNF454	HsaALTD0007450-1/2	chr5:-178368387	0	chr5:-178368387+178368445,178369686	Alt5	66.67	Fail	0.00	Fail	100.00	Fail	18.18	Fail	100.00	Fail	100.00	Fail
ZNF454	HsaALTD0007450-2/2	chr5:-178368445	58	chr5:-178368387+178368445,178369686	Alt5	33.33	Fail	100.00	Fail	0.00	Fail	81.82	Fail	0.00	Fail	0.00	Fail
SH2B1	HsaALTD0005863-1/2	chr16:28883855-28884026	0	chr16:28883855-28884026+28884079,28884491	Alt5	100.00	Fail	100.00	Fail	65.96	Fail	100.00	Fail	100.00	Pass	100.00	Fail
SH2B1	HsaALTD0005863-2/2	chr16:28883855-28884079	53	chr16:28883855-28884026+28884079,28884491	Alt5	0.00	Fail	0.00	Fail	34.04	Fail	0.00	Fail	0.00	Pass	0.00	Fail
SH2B1	HsaALTD0005864-1/3	chr16:28884502-28884586	0	chr16:28884502-28884586+28884588+28884590,28884768	Alt5	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
SH2B1	HsaALTD0005864-2/3	chr16:28884502-28884588	2	chr16:28884502-28884586+28884588+28884590,28884768	Alt5	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
SH2B1	HsaALTD0005864-3/3	chr16:28884502-28884590	4	chr16:28884502-28884586+28884588+28884590,28884768	Alt5	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
SH2B1	HsaALTD0005865-1/2	chr16:28878695-28878753	0	chr16:28878695-28878753+28878842,28880327	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
SH2B1	HsaALTD0005865-2/2	chr16:28878695-28878842	89	chr16:28878695-28878753+28878842,28880327	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
PLEC	HsaALTD0004828-1/2	chr8:145009191-145009285	0	chr8:145009191+145009179-145009285,145009097	Alt5	NA	Fail	66.67	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLEC	HsaALTD0004828-2/2	chr8:145009179-145009285	12	chr8:145009191+145009179-145009285,145009097	Alt5	NA	Fail	33.33	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLEC	HsaALTD0004829-1/2	chr8:145001860-145001931	0	chr8:145001860+145001578-145001931,145001503	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLEC	HsaALTD0004829-2/2	chr8:145001578-145001931	282	chr8:145001860+145001578-145001931,145001503	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLEC	HsaALTD0004830-1/2	chr8:145001451-145001467	0	chr8:145001451+145001420-145001467,145001249	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLEC	HsaALTD0004830-2/2	chr8:145001420-145001467	31	chr8:145001451+145001420-145001467,145001249	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRSS36	HsaALTD0005088-1/2	chr16:31152000-31152078	0	chr16:31152000+31151813-31152078,31151736	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRSS36	HsaALTD0005088-2/2	chr16:31151813-31152078	187	chr16:31152000+31151813-31152078,31151736	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GALNT11	HsaALTD0002696-1/2	chr7:151776650-151776754	0	chr7:151776650-151776754+151776774,151791275	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GALNT11	HsaALTD0002696-2/2	chr7:151776650-151776774	20	chr7:151776650-151776754+151776774,151791275	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WDR6	HsaALTD0007201-1/2	chr3:49051489-49051532	0	chr3:49051489-49051532+49051549,49051643	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WDR6	HsaALTD0007201-2/2	chr3:49051489-49051549	17	chr3:49051489-49051532+49051549,49051643	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM11	HsaALTD0006588-1/2	chr17:21114380-21114540	0	chr17:21114380+21114249-21114540,21102153	Alt5	9.09	Pass	4.76	Pass	0.00	Pass	1.36	Pass	0.00	Pass	4.20	Pass
TMEM11	HsaALTD0006588-2/2	chr17:21114249-21114540	131	chr17:21114380+21114249-21114540,21102153	Alt5	90.91	Pass	95.24	Pass	100.00	Pass	98.64	Pass	100.00	Pass	95.80	Pass
TMEM11	HsaALTD0006589-1/2	chr17:21111754-21111852	0	chr17:21111754+21111705-21111852,21102153	Alt5	NA	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
TMEM11	HsaALTD0006589-2/2	chr17:21111705-21111852	49	chr17:21111754+21111705-21111852,21102153	Alt5	NA	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ZNF354B	HsaALTD0007434-1/2	chr5:178312615-178312734	0	chr5:178312615-178312734+178312738,178314622	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
ZNF354B	HsaALTD0007434-2/2	chr5:178312615-178312738	4	chr5:178312615-178312734+178312738,178314622	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
ZNF354B	HsaALTD0007435-1/2	chr5:178293042-178293145	0	chr5:178293042-178293145+178293165,178293245	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF354B	HsaALTD0007435-2/2	chr5:178293042-178293165	20	chr5:178293042-178293145+178293165,178293245	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BEND3	HsaALTD0000697-1/2	chr6:107425650-107425716	0	chr6:107425650+107425632-107425716,107420500	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BEND3	HsaALTD0000697-2/2	chr6:107425632-107425716	18	chr6:107425650+107425632-107425716,107420500	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
P4HTM	HsaALTD0004532-1/2	chr3:49042294-49042479	0	chr3:49042294-49042479+49042603,49043210	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
P4HTM	HsaALTD0004532-2/2	chr3:49042294-49042603	124	chr3:49042294-49042479+49042603,49043210	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
P4HTM	HsaALTD0004533-1/2	chr3:49038907-49038995	0	chr3:49038907-49038995+49039061,49039933	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
P4HTM	HsaALTD0004533-2/2	chr3:49038907-49039061	66	chr3:49038907-49038995+49039061,49039933	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DTX3	HsaALTD0002053-1/2	chr12:57999367-57999442	0	chr12:57999367-57999442+57999514,57999973	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DTX3	HsaALTD0002053-2/2	chr12:57999367-57999514	72	chr12:57999367-57999442+57999514,57999973	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CD28	HsaALTD0001269-1/2	chr2:-204571340	0	chr2:-204571340+204571471,204591356	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CD28	HsaALTD0001269-2/2	chr2:-204571471	131	chr2:-204571340+204571471,204591356	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CTNNBIP1	HsaALTD0001724-1/2	chr1:9950252-9950424	0	chr1:9950252+9950230-9950424,9938047	Alt5	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
CTNNBIP1	HsaALTD0001724-2/2	chr1:9950230-9950424	22	chr1:9950252+9950230-9950424,9938047	Alt5	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
GTPBP6	HsaALTD0002942-1/2	chrX:229447-229588	0	chrX:229447+229433-229588,228294	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
GTPBP6	HsaALTD0002942-2/2	chrX:229433-229588	14	chrX:229447+229433-229588,228294	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
PARP10	HsaALTD0004584-1/2	chr8:145059893-145060116	0	chr8:145059893+145059889-145060116,145059816	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PARP10	HsaALTD0004584-2/2	chr8:145059889-145060116	4	chr8:145059893+145059889-145060116,145059816	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NSUN3	HsaALTD0004404-1/2	chr3:93782656-93782823	0	chr3:93782656-93782823+93782968,93783281	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NSUN3	HsaALTD0004404-2/2	chr3:93782656-93782968	145	chr3:93782656-93782823+93782968,93783281	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GRINA	HsaALTD0002890-1/2	chr8:-145064367	0	chr8:-145064367+145064479,145065368	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GRINA	HsaALTD0002890-2/2	chr8:-145064479	112	chr8:-145064367+145064479,145065368	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GRINA	HsaALTD0002891-1/2	chr8:145066633-145066742	0	chr8:145066633-145066742+145066776,145066860	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
GRINA	HsaALTD0002891-2/2	chr8:145066633-145066776	34	chr8:145066633-145066742+145066776,145066860	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
COX5A	HsaALTD0001615-1/2	chr15:75223624-75223834	0	chr15:75223624+75223582-75223834,75221573	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COX5A	HsaALTD0001615-2/2	chr15:75223582-75223834	42	chr15:75223624+75223582-75223834,75221573	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZHX2	HsaALTD0007348-1/2	chr8:123885679-123885816	0	chr8:123885679-123885816+123885833,123963532	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	14.71	Pass
ZHX2	HsaALTD0007348-2/2	chr8:123885679-123885833	17	chr8:123885679-123885816+123885833,123963532	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	85.29	Pass
CPNE7	HsaALTD0001637-1/2	chr16:89661775-89661955	0	chr16:89661775-89661955+89662011,89662892	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CPNE7	HsaALTD0001637-2/2	chr16:89661775-89662011	56	chr16:89661775-89661955+89662011,89662892	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CPNE7	HsaALTD0001638-1/4	chr16:89662242-89662332	0	chr16:89662242-89662332+89662369+89662384+89662404,89662892	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CPNE7	HsaALTD0001638-2/4	chr16:89662242-89662369	37	chr16:89662242-89662332+89662369+89662384+89662404,89662892	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CPNE7	HsaALTD0001638-3/4	chr16:89662242-89662384	52	chr16:89662242-89662332+89662369+89662384+89662404,89662892	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CPNE7	HsaALTD0001638-4/4	chr16:89662242-89662404	72	chr16:89662242-89662332+89662369+89662384+89662404,89662892	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1orf230	HsaALTD0000909-1/2	chr1:151700905-151700939	0	chr1:151700905-151700939+151700951,151701242	Alt5	83.24	Pass	80.25	Pass	83.24	Pass	84.95	Pass	81.28	Pass	82.71	Pass
C1orf230	HsaALTD0000909-2/2	chr1:151700905-151700951	12	chr1:151700905-151700939+151700951,151701242	Alt5	16.76	Pass	19.75	Pass	16.76	Pass	15.05	Pass	18.72	Pass	17.29	Pass
C17orf57	HsaALTD0000857-1/2	chr17:45401391-45401440	0	chr17:45401391-45401440+45401465,45401820	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
C17orf57	HsaALTD0000857-2/2	chr17:45401391-45401465	25	chr17:45401391-45401440+45401465,45401820	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
DPY19L3	HsaALTD0002027-1/2	chr19:32929849-32929916	0	chr19:32929849-32929916+32929933,32930018	Alt5	90.91	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
DPY19L3	HsaALTD0002027-2/2	chr19:32929849-32929933	17	chr19:32929849-32929916+32929933,32930018	Alt5	9.09	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
DPY19L3	HsaALTD0002028-1/3	chr19:32971947-32972044	0	chr19:32971947-32972044+32972080+32972104,32972985	Alt5	NA	Fail	79.53	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DPY19L3	HsaALTD0002028-2/3	chr19:32971947-32972080	36	chr19:32971947-32972044+32972080+32972104,32972985	Alt5	NA	Fail	20.47	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DPY19L3	HsaALTD0002028-3/3	chr19:32971947-32972104	60	chr19:32971947-32972044+32972080+32972104,32972985	Alt5	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HYI	HsaALTD0003159-1/2	chr1:43919084-43919123	0	chr1:43919084+43919057-43919123,43917990	Alt5	67.96	Fail	20.96	Fail	29.79	Fail	NA	Fail	NA	Fail	0.00	Fail
HYI	HsaALTD0003159-2/2	chr1:43919057-43919123	27	chr1:43919084+43919057-43919123,43917990	Alt5	32.04	Fail	79.04	Fail	70.21	Fail	NA	Fail	NA	Fail	100.00	Fail
HYI	HsaALTD0003160-1/2	chr1:43917099-43917215	0	chr1:43917099+43917081-43917215,43916982	Alt5	83.33	Fail	84.62	Fail	88.89	Fail	NA	Fail	81.40	Pass	41.67	Fail
HYI	HsaALTD0003160-2/2	chr1:43917081-43917215	18	chr1:43917099+43917081-43917215,43916982	Alt5	16.67	Fail	15.38	Fail	11.11	Fail	NA	Fail	18.60	Pass	58.33	Fail
HYI	HsaALTD0003161-1/2	chr1:43917499-43917518	0	chr1:43917499+43917469-43917518,43917388	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail
HYI	HsaALTD0003161-2/2	chr1:43917469-43917518	30	chr1:43917499+43917469-43917518,43917388	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail
C17orf62	HsaALTD0000859-1/2	chr17:80407050-80407118	0	chr17:80407050+80407046-80407118,80405497	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
C17orf62	HsaALTD0000859-2/2	chr17:80407046-80407118	4	chr17:80407050+80407046-80407118,80405497	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
GAK	HsaALTD0002690-1/2	chr4:877116-877233	0	chr4:877116+877103-877233,876607	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	3.12	Pass
GAK	HsaALTD0002690-2/2	chr4:877103-877233	13	chr4:877116+877103-877233,876607	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	96.88	Pass
TUFM	HsaALTD0006916-1/2	chr16:28856046-28856132	0	chr16:28856046+28856019-28856132,28855872	Alt5	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TUFM	HsaALTD0006916-2/2	chr16:28856019-28856132	27	chr16:28856046+28856019-28856132,28855872	Alt5	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TUFM	HsaALTD0006917-1/2	chr16:28855596-28855625	0	chr16:28855596+28855551-28855625,28855422	Alt5	0.00	Fail	0.00	Fail	3.94	Fail	0.00	Pass	2.07	Pass	0.00	Pass
TUFM	HsaALTD0006917-2/2	chr16:28855551-28855625	45	chr16:28855596+28855551-28855625,28855422	Alt5	100.00	Fail	100.00	Fail	96.06	Fail	100.00	Pass	97.93	Pass	100.00	Pass
RMI1	HsaALTD0005420-1/2	chr9:-86595806	0	chr9:-86595806+86595919,86614624	Alt5	100.00	Pass	95.56	Pass	90.23	Fail	100.00	Pass	99.17	Pass	83.22	Pass
RMI1	HsaALTD0005420-2/2	chr9:-86595919	113	chr9:-86595806+86595919,86614624	Alt5	0.00	Pass	4.44	Pass	9.77	Fail	0.00	Pass	0.83	Pass	16.78	Pass
EIF3K	HsaALTD0002166-1/2	chr19:-39109957	0	chr19:-39109957+39109967,39110977	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.10	Pass	0.79	Pass
EIF3K	HsaALTD0002166-2/2	chr19:-39109967	10	chr19:-39109957+39109967,39110977	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.90	Pass	99.21	Pass
EIF3K	HsaALTD0002167-1/2	chr19:39116675-39116742	0	chr19:39116675-39116742+39116902,39123070	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
